age,sex,EducationLevel,Job Title,Years of Experience,fare,MoreThan5Yrs,pclass
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
27,male,,Developer,7,100000,1,3
31,female,Bachelor's Degree,Front end Developer,6,110000,1,1
37,male,Master's Degree,Software Engineer Manager,10,150000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
50,male,PhD,Senior Project Engineer,18,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
39,female,Master's Degree,Software Engineer Manager,12,160000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
49,male,PhD,Senior Project Engineer,17,195000,1,1
32,female,Master's Degree,Full Stack Engineer,6,115000,1,3
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
43,female,PhD,Senior Project Engineer,14,190000,1,1
34,male,Master's Degree,Back end Developer,8,140000,1,3
46,male,PhD,Software Engineer Manager,16,185000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,3
30,female,Master's Degree,Front end Developer,5,105000,0,1
50,male,PhD,Senior Project Engineer,19,200000,1,3
30,male,Bachelor's Degree,Back end Developer,5,100000,0,1
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
39,female,Master's Degree,Software Engineer Manager,12,160000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
49,male,PhD,Senior Project Engineer,17,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
39,female,Master's Degree,Software Engineer Manager,12,160000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
49,male,PhD,Senior Project Engineer,17,195000,1,1
32,female,Master's Degree,Full Stack Engineer,6,115000,1,3
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
43,female,PhD,Senior Project Engineer,14,190000,1,1
34,male,Master's Degree,Back end Developer,8,140000,1,3
46,male,PhD,Software Engineer Manager,16,185000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,3
30,female,Master's Degree,Front end Developer,5,105000,0,1
50,male,PhD,Senior Project Engineer,19,200000,1,3
30,male,Bachelor's Degree,Back end Developer,5,100000,0,1
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
39,female,Master's Degree,Software Engineer Manager,12,160000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
49,male,PhD,Senior Project Engineer,17,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
39,female,Master's Degree,Software Engineer Manager,12,160000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
49,male,PhD,Senior Project Engineer,17,195000,1,1
32,female,Master's Degree,Full Stack Engineer,6,115000,1,3
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
43,female,PhD,Senior Project Engineer,14,190000,1,1
34,male,Master's Degree,Back end Developer,8,140000,1,3
46,male,PhD,Software Engineer Manager,16,185000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,3
30,female,Master's Degree,Front end Developer,5,105000,0,1
50,male,PhD,Senior Project Engineer,19,200000,1,3
30,male,Bachelor's Degree,Back end Developer,5,100000,0,1
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
39,female,Master's Degree,Software Engineer Manager,12,160000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
49,male,PhD,Senior Project Engineer,17,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
31,male,Master's Degree,Software Engineer Manager,8,130000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
43,male,PhD,Senior Project Engineer,15,180000,1,1
35,female,Master's Degree,Full Stack Engineer,8,140000,1,3
42,male,Bachelor's Degree,Software Engineer Manager,12,160000,1,1
28,female,Bachelor's Degree,Front end Developer,2,55000,0,3
44,female,PhD,Senior Project Engineer,16,190000,1,1
32,male,Master's Degree,Back end Developer,7,120000,1,3
48,male,PhD,Software Engineer Manager,18,200000,1,1
30,female,Bachelor's Degree,Full Stack Engineer,5,100000,0,3
34,male,Master's Degree,Front end Developer,9,150000,1,1
37,female,Bachelor's Degree,Software Engineer Manager,11,170000,1,3
26,male,Bachelor's Degree,Back end Developer,2,65000,0,1
49,female,PhD,Senior Project Engineer,19,210000,1,3
29,male,Bachelor's Degree,Full Stack Engineer,4,90000,0,1
41,male,Master's Degree,Software Engineer Manager,14,180000,1,3
31,female,Bachelor's Degree,Front end Developer,6,110000,1,1
37,male,Master's Degree,Software Engineer Manager,10,150000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
50,male,PhD,Senior Project Engineer,18,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
39,female,Master's Degree,Software Engineer Manager,12,160000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
49,male,PhD,Senior Project Engineer,17,195000,1,1
32,female,Master's Degree,Full Stack Engineer,6,115000,1,3
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
43,female,PhD,Senior Project Engineer,14,190000,1,1
34,male,Master's Degree,Back end Developer,8,140000,1,3
46,male,PhD,Software Engineer Manager,16,185000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,3
30,female,Master's Degree,Front end Developer,5,105000,0,1
50,male,PhD,Senior Project Engineer,19,200000,1,3
30,male,Bachelor's Degree,Back end Developer,5,100000,0,1
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
39,female,Master's Degree,Software Engineer Manager,12,160000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
49,male,PhD,Senior Project Engineer,17,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,female,PhD,Senior Project Engineer,16,185000,1,3
33,male,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,male,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Software Engineer Manager,20,210000,1,1
31,male,Bachelor's Degree,Back end Developer,6,95000,1,3
39,female,Master's Degree,Software Engineer Manager,11,170000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
44,female,PhD,Senior Project Engineer,16,190000,1,1
32,male,Master's Degree,Back end Developer,7,120000,1,3
48,male,PhD,Software Engineer Manager,19,200000,1,1
30,female,Bachelor's Degree,Full Stack Engineer,5,100000,0,3
34,male,Master's Degree,Front end Developer,9,150000,1,1
37,female,Bachelor's Degree,Software Engineer Manager,11,170000,1,3
26,male,Bachelor's Degree,Back end Developer,2,65000,0,1
49,female,PhD,Senior Project Engineer,19,210000,1,3
29,male,Bachelor's Degree,Full Stack Engineer,4,90000,0,1
41,male,Master's Degree,Software Engineer Manager,14,180000,1,3
31,female,Bachelor's Degree,Front end Developer,6,110000,1,1
37,male,Master's Degree,Software Engineer Manager,10,150000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
50,male,PhD,Senior Project Engineer,18,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
46,male,PhD,Software Engineer Manager,16,185000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,1
30,female,Master's Degree,Front end Developer,5,105000,0,3
50,male,PhD,Senior Project Engineer,19,200000,1,1
30,male,Bachelor's Degree,Back end Developer,5,100000,0,3
42,male,Master's Degree,Software Engineer Manager,13,170000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,3
45,male,PhD,Senior Project Engineer,16,185000,1,1
29,female,Bachelor's Degree,Front end Developer,4,90000,0,3
39,female,Master's Degree,Software Engineer Manager,12,160000,1,1
27,male,Bachelor's Degree,Back end Developer,3,80000,0,3
49,male,PhD,Senior Project Engineer,17,195000,1,1
32,female,Master's Degree,Full Stack Engineer,6,115000,1,3
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,1
27,male,Bachelor's Degree,Front end Developer,2,65000,0,3
43,female,PhD,Senior Project Engineer,14,190000,1,1
34,male,Master's Degree,Back end Developer,8,140000,1,3
46,male,PhD,Software Engineer Manager,16,185000,1,1
33,female,Bachelor's Degree,Full Stack Engineer,7,130000,1,3
30,female,Master's Degree,Front end Developer,5,105000,0,1
50,male,PhD,Senior Project Engineer,19,200000,1,3
30,male,Bachelor's Degree,Back end Developer,5,100000,0,1
42,male,Master's Degree,Software Engineer Manager,13,170000,1,3
33,female,Bachelor's Degree,Full Stack Engineer,6,115000,1,1
45,male,PhD,Senior Project Engineer,16,185000,1,3
29,female,Bachelor's Degree,Front end Developer,4,90000,0,1
39,female,Master's Degree,Software Engineer Manager,12,160000,1,3
27,male,Bachelor's Degree,Back end Developer,3,80000,0,1
49,male,PhD,Senior Project Engineer,17,195000,1,3
32,female,Master's Degree,Full Stack Engineer,6,115000,1,1
36,male,Bachelor's Degree,Software Engineer Manager,8,135000,1,3
27,male,Bachelor's Degree,Front end Developer,2,65000,0,1
43,female,PhD,Senior Project Engineer,14,190000,1,3
34,male,Master's Degree,Back end Developer,8,140000,1,1
28,male,Bachelor's Degree,Software Engineer,4,75000,0,3
33,female,Master's Degree,Data Analyst,7,95000,1,1
22,male,Bachelor's Degree,Front End Developer,1,50000,0,3
44,male,PhD,Senior Data Scientist,15,180000,1,1
29,female,Bachelor's Degree,Software Developer,3,65000,0,3
31,male,Master's Degree,Product Manager,6,120000,1,1
25,female,Master's Degree,Software Engineer,2,60000,0,3
38,male,Bachelor's Degree,Data Scientist,10,150000,1,1
27,male,Bachelor's Degree,Software Engineer,3,70000,0,3
46,female,PhD,Director of Data Science,20,220000,1,1
33,male,Master's Degree,Data Analyst,8,100000,1,3
24,female,Bachelor's Degree,Software Developer,2,55000,0,1
36,male,PhD,Senior Data Scientist,12,170000,1,3
30,female,Bachelor's Degree,Software Engineer,5,90000,0,1
29,male,Bachelor's Degree,Front End Developer,4,80000,0,3
42,male,Master's Degree,Product Manager,14,180000,1,1
26,male,Bachelor's Degree,Software Developer,2,60000,0,3
35,female,Master's Degree,Data Analyst,9,120000,1,1
27,female,Bachelor's Degree,Software Engineer,3,70000,0,3
48,male,PhD,Director of Data Science,18,210000,1,1
34,male,Master's Degree,Data Scientist,9,140000,1,3
23,female,Bachelor's Degree,Software Engineer,1,50000,0,1
32,male,Master's Degree,Product Manager,7,110000,1,3
25,female,Master's Degree,Software Engineer,2,60000,0,1
37,male,Bachelor's Degree,Data Analyst,11,160000,1,3
28,male,Bachelor's Degree,Software Engineer,4,75000,0,1
41,female,PhD,Director of Data Science,16,200000,1,3
34,male,Master's Degree,Data Analyst,8,100000,1,1
24,female,Bachelor's Degree,Software Developer,2,55000,0,3
36,male,PhD,Senior Data Scientist,12,170000,1,1
30,female,Bachelor's Degree,Software Engineer,5,90000,0,3
29,male,Bachelor's Degree,Front End Developer,4,80000,0,1
42,male,Master's Degree,Product Manager,14,180000,1,3
26,male,Bachelor's Degree,Software Developer,2,60000,0,1
35,female,Master's Degree,Data Analyst,9,120000,1,3
27,female,Bachelor's Degree,Software Engineer,3,70000,0,1
48,male,PhD,Director of Data Science,18,210000,1,3
34,male,Master's Degree,Data Scientist,9,140000,1,1
23,female,Bachelor's Degree,Software Engineer,1,50000,0,3
32,male,Master's Degree,Product Manager,7,110000,1,1
25,female,Master's Degree,Software Engineer,2,60000,0,3
37,male,Bachelor's Degree,Data Analyst,11,160000,1,1
28,male,Bachelor's Degree,Software Engineer,4,75000,0,3
41,female,PhD,Director of Data Science,16,200000,1,1
34,male,Master's Degree,Data Analyst,8,100000,1,3
24,female,Bachelor's Degree,Software Developer,2,55000,0,1
36,male,PhD,Senior Data Scientist,12,170000,1,3
30,female,Bachelor's Degree,Software Engineer,5,90000,0,1
29,male,Bachelor's Degree,Front End Developer,4,80000,0,3
42,male,Master's Degree,Product Manager,14,180000,1,1
26,male,Bachelor's Degree,Software Developer,2,60000,0,3
35,female,Master's Degree,Data Analyst,9,120000,1,1
27,female,Bachelor's Degree,Software Engineer,3,70000,0,3
48,male,PhD,Director of Data Science,18,210000,1,1
34,male,Master's Degree,Data Scientist,9,140000,1,3
23,female,Bachelor's Degree,Software Engineer,1,50000,0,1
32,male,Master's Degree,Product Manager,7,110000,1,3
25,female,Master's Degree,Software Engineer,2,60000,0,1
37,male,Bachelor's Degree,Data Analyst,11,160000,1,3
28,male,Bachelor's Degree,Software Engineer,4,75000,0,1
41,female,PhD,Director of Data Science,16,200000,1,3
34,male,Master's Degree,Data Analyst,8,100000,1,1
24,female,Bachelor's Degree,Software Developer,2,55000,0,3
36,male,PhD,Senior Data Scientist,12,170000,1,1
30,female,Bachelor's Degree,Software Engineer,5,90000,0,3
29,male,Bachelor's Degree,Front End Developer,4,80000,0,1
42,male,Master's Degree,Product Manager,14,180000,1,3
26,male,Bachelor's Degree,Software Developer,2,60000,0,1
